content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,review_without_stopwords
"kalau bisa. pas buka app, langsung saja ke halaman pin atau sidik jari ditampilkan. saat sudah login. fitur utama di buat langsung tampil di halaman awal. buatlah tab saldo lebih kecil di atas lagi dengan tulisan saldo besar tentunya. lalu ada satu tab di bawah saldo yg bisa dikostumisasi buat nampilin qris, setor tunai dll maks sampai 5. lalu dibawah iklan sebagainya atau info di buat lebih kecil contoh. dengan buat 2 tab berdampingan satu informasi yg bisa di scroll di dalam tab.",2,0.0,0.0,Negative,"bisa. pas buka app, langsung halaman pin sidik jari ditampilkan. login. fitur utama langsung tampil halaman awal. buatlah tab saldo tulisan saldo tentunya. tab saldo dikostumisasi nampilin qris, setor tunai dll maks 5. dibawah iklan info contoh. 2 tab berdampingan informasi scroll tab."
"nyebelin nggak bisa dipake kalau nggak update, dikit2 update terus. lagi urgent juga",3,0.0,0.0,Neutral,"nyebelin nggak dipake nggak update, dikit2 update terus. urgent"
lamaaaaa banget. minggu lalu sudah di-update masa tadi minta update lagi. buka aplikasinya juga lama banget hadeeeeh ngetes kesabaran banget. ga cocok buat yg lg in a rush to do a transaction. tolong dibenahi dong.,1,0.0,0.0,Negative,lamaaaaa banget. minggu di-update update lagi. buka aplikasinya banget hadeeeeh ngetes kesabaran banget. cocok lg rush transaction. tolong dibenahi dong.
"habis update malah lag parah, mau login bolak balik keluar aplikasi sendiri. tampilannya emang bagus tapi lemot + lag parah, gak pake lagi abis ini. sekarang malah gak bisa dibuka sama sekali, baru di login screen keluar aplikasi terus.",1,0.0,0.0,Negative,"habis update lag parah, login bolak aplikasi sendiri. tampilannya emang bagus lemot + lag parah, pake abis ini. dibuka sekali, login screen aplikasi terus."
"ga bisa kyc, muter2 aja di page kyc. galaxy note 10, all permission allowed. kill app, reinstal, clear cache udah di lakuin, sama aja. please just check the application by my name. youll see the entire of my device",1,0.049999999999999996,0.5041666666666667,Negative,"kyc, muter2 page kyc. galaxy note 10, permission allowed. kill app, reinstal, clear cache udah lakuin, aja. please check application name. youll see entire device"
"untuk fitur di blu itu sangat bagus dan bermanfaat bagi pengguna, namun jangan selalu untuk update belum lama update dan sekarang harus update lagi.",4,0.0,0.0,Positive,"fitur blu bagus bermanfaat pengguna, update update update lagi."
"di android sekarang kalo mau login harus pake mobile data , kalau pakai wifi g bisa masuk",3,0.0,0.0,Neutral,"android kalo login pake mobile data , pakai wifi g masuk"
laggg parah,1,0.0,0.0,Negative,laggg parah
"tolong dong di update lg. sjk ada upgrade apps, semingguan ini saya gak bs pake apps nya krn selalu force closed apps nya 😭",5,-0.1,0.1,Positive,"tolong update lg. sjk upgrade apps, semingguan bs pake apps krn force closed apps 😭"
"bagus banget, suka",5,0.0,0.0,Positive,"bagus banget, suka"
"berat bgt aplikasinya, lbh berat dr apps ecommerce haha aneh bgt. lemot bgt astagaah, smp kapok kalo payment lewat blu harus tf ke mbanking biar cepert. mana wajih update, tiap update sampai harus hapus2 aplikasi. padaha mbanking ga segininya😂",1,0.2,0.3,Negative,"berat bgt aplikasinya, lbh berat dr apps ecommerce haha aneh bgt. lemot bgt astagaah, smp kapok kalo payment blu tf mbanking biar cepert. wajih update, update hapus2 aplikasi. padaha mbanking segininya😂"
saya pusing ketika verifikasi videocall tidak bisa. loading terus berjam2. internet lancar🥲,1,0.0,0.0,Negative,pusing verifikasi videocall bisa. loading berjam2. internet lancar🥲
bagus sih tpi kenapaaa hrus tiap bulan update😭😭😭 kasihanilah hp kentank ini. mana kadang lemot kalo pake qris💔,4,0.0,0.0,Positive,bagus sih tpi kenapaaa hrus update😭😭😭 kasihanilah hp kentank ini. kadang lemot kalo pake qris💔
terlalu sering mengalami pembaharuan tetapi tidak ada perubahan yang signifikan!,1,0.0,0.0,Negative,mengalami pembaharuan perubahan signifikan!
"i like this app. but now, idk why must update it first before opening the app. if not updated, then i can't open the app. it's frustrating. when i already update it, then suddenly errors! can't update!",3,-0.037500000000000006,0.5583333333333333,Neutral,"like app. now, idk must update first opening app. updated, can't open app. frustrating. already update it, suddenly errors! can't update!"
sekarang udah lumayan bagus aplikasinya. dibandingkan dengan pertama kali dulu,4,0.0,0.0,Positive,udah lumayan bagus aplikasinya. dibandingkan kali
"seneng banget di versi 2.0 aplikasinya lebih responsif darioada sebelum nya, semoga bisa lebih responsif lagi agar lebih sat set.",4,0.0,0.0,Positive,"seneng banget versi 2.0 aplikasinya responsif darioada nya, semoga responsif sat set."
aplikasinya lambat dibandingkan bca mobile ataupun mybca,2,0.0,0.0,Negative,aplikasinya lambat dibandingkan bca mobile mybca
"ga bisa masuk aplikasi sdh seminggu lebih. minta update data mulu trus ngelock. ga bs transaksi apapun jadinya. toloong miin. aq mau nutup rekening jg ga bs kata operator haloblu. astagaaa.... emang bener bank konvensional, kl protes bisa ke kantornya",1,0.0,0.0,Negative,"masuk aplikasi sdh seminggu lebih. update data mulu trus ngelock. bs transaksi apapun jadinya. toloong miin. aq nutup rekening jg bs operator haloblu. astagaaa.... emang bener bank konvensional, kl protes kantornya"
susah kalo bayar va bilangnya salah terus padahal sudah benar,3,0.0,0.0,Neutral,susah kalo bayar va bilangnya salah
"suka sama updatenya, tp kenapa bluspendingnya dibatasin maks. 3?",4,0.0,0.0,Positive,"suka updatenya, tp bluspendingnya dibatasin maks. 3?"
"registrasinya susah banget, foto ktp berulang kali gagal terus",1,0.0,0.0,Negative,"registrasinya susah banget, foto ktp berulang kali gagal"
"kenapa saya susah banget mau daftar? posisi sinyal bagus, tapi keterangan nya koleksi putus terus",2,0.0,0.0,Negative,"susah banget daftar? posisi sinyal bagus, keterangan koleksi putus"
terlalu banyak fitur sehingga aplikasi berjalan lambat.,1,0.0,0.0,Negative,fitur aplikasi berjalan lambat.
ke logout automatis terus knapa ya?,3,0.0,0.0,Neutral,logout automatis knapa ya?
bintangnya kurang 1 lagi karena aplikasinya sering bug dan stuck tidak bisa login dgn notifikasi jaringan jelek. padahal its fine jaringan. fix pindahin duit ke bank lain,1,0.4166666666666667,0.5,Negative,bintangnya 1 aplikasinya bug stuck login dgn notifikasi jaringan jelek. fine jaringan. fix pindahin duit bank
"app often crashes, also the ui is not user friendly/unclear information",1,0.0,0.0,Negative,"app often crashes, also ui user friendly/unclear information"
apps makin lemot,3,0.0,0.0,Neutral,apps lemot
experience sudah oke dengan update terbaru tapi tolong dong tambahkan qris tampil. untuk bayar sebabnya di minimarket itu kita mengharuskan untuk menampilkan qris bayar untuk bayar di kasir nya jadi karena blu tidak ada ini jadi permasalahan yang agak repot kalau mau bayar.,4,0.0,0.0,Positive,experience oke update terbaru tolong tambahkan qris tampil. bayar minimarket mengharuskan menampilkan qris bayar bayar kasir blu permasalahan repot bayar.
"loading lama, tapi overall ngk ada bugs dan kendala lain",4,0.0,0.0,Positive,"loading lama, overall ngk bugs kendala"
"sebenernya bagus, cuma malesnya kalo buka blu lama banget beda kalo buka my bca mah satset. jadi kalo mau bayar pake qris blu males, lama kebukanya",4,0.0,0.0,Positive,"sebenernya bagus, malesnya kalo buka blu banget beda kalo buka bca mah satset. kalo bayar pake qris blu males, kebukanya"
langsung tampilkan akses login (finger/pin) saat masuk ke aplikasi. tanpa menekan tombol login.,3,0.0,0.0,Neutral,langsung tampilkan akses login (finger/pin) masuk aplikasi. menekan tombol login.
"so far ok, cs very helpful",5,0.26666666666666666,0.6,Positive,"far ok, cs helpful"
"maaf tapi desain pre-login v2 bikin bingung dan ga satset, enak versi yg lama, sama kaya lebih lemot app nya. ditambah crash terus mau login aja susah... ah sudahlah",1,0.0,0.0,Negative,"maaf desain pre-login v2 bikin bingung satset, enak versi lama, kaya lemot app nya. ditambah crash login susah... ah"
update aplikasi per juli tampilannya malah ruwet. nggak praktis samsek. pengguna penginnya dimudahkan dengan shortcut layanan di awal. ini malah iklan/promo2nya yg dikedepanin. aneh.,1,0.0,0.0,Negative,update aplikasi juli tampilannya ruwet. nggak praktis samsek. pengguna penginnya dimudahkan shortcut layanan awal. iklan/promo2nya dikedepanin. aneh.
"update ui terbaru, jadi makin lemot dan beberapa halaman tidak dapat dibuka, stuck di loading state.",1,0.0,0.0,Negative,"update ui terbaru, lemot halaman dibuka, stuck loading state."
"tidak bisa logout skg, tekan back unresponsive ... harus clear memory baru bisa logout tanpa konfirmasi logout!",1,0.06249999999999999,0.19166666666666665,Negative,"logout skg, tekan back unresponsive ... clear memory logout konfirmasi logout!"
yg update terbaru jadi ribet kebanyakan info. kan nga semua orang suka ribet. yg versi sblmnya sdh cukup. tim kreatif jgn buat ribet y,3,0.0,0.0,Neutral,update terbaru ribet kebanyakan info. nga orang suka ribet. versi sblmnya sdh cukup. tim kreatif jgn ribet
"13 juli 2025. siapa pun yg berwenang memilih font dan size angka di versi ini, sebaiknya tdk dikasih lg kewenangan tsb. pilihan font dan ukurannya benar2 buruk. sama sekali tdk cocok dgn pilihan font dan angka yg lain.",1,0.0,0.0,Negative,"13 juli 2025. berwenang memilih font size angka versi ini, tdk dikasih lg kewenangan tsb. pilihan font ukurannya benar2 buruk. tdk cocok dgn pilihan font angka lain."
jangan pake aplikasi ini gila jelek bat parah,1,0.0,0.0,Negative,pake aplikasi gila jelek bat parah
nice...good apps,5,0.0,0.0,Positive,nice...good apps
"setelah install dan pemakaian bbrp bulan byk permintaan update, butuh ruang dan size yg besar, dan sistemnya termasuk lama klu mau buka app, proses qr",2,0.0,0.0,Negative,"install pemakaian bbrp byk permintaan update, butuh ruang size besar, sistemnya klu buka app, proses qr"
"ini gimana sih, baru update malah ga bisa login keputus terus ga bisa ke profile pas masukin pin dari kemarin² blu update nya masih banyak bug nih.",1,0.0,0.0,Negative,"gimana sih, update login keputus profile pas masukin pin kemarin² blu update bug nih."
awesome! sudah semakin cepat dan enak navigasinya.,5,1.0,1.0,Positive,awesome! cepat enak navigasinya.
"pengajuan pinjaman awal"" dikasih. 2x pengajuan terakhir ditolak mulu. ampas bener. bayar tepat waktu terus padahal. kecewa pakai blu/bca.",1,0.0,0.0,Negative,"pengajuan pinjaman awal"" dikasih. 2x pengajuan ditolak mulu. ampas bener. bayar padahal. kecewa pakai blu/bca."
tolong diperbaiki biar app nya ga lemot 😸😸 saya malu pake blu pas mau qris karena lemot bgt,4,0.0,0.0,Positive,tolong diperbaiki biar app lemot 😸😸 malu pake blu pas qris lemot bgt
reset password sangat sulit dan tidak masuk akal. sebaiknya diganti karena bikin hp cepat panas dan lag sehingga waktu habis.,1,0.0,0.0,Negative,reset password sulit masuk akal. diganti bikin hp cepat panas lag habis.
bagus dan bekerja dengan baik,5,0.0,0.0,Positive,bagus
best pokoknya mah,5,1.0,0.3,Positive,best pokoknya mah
"daily update with no major changes, service still same.. and no improvement i even now can't open it",1,-0.0078125,0.28125,Negative,"daily update major changes, service same.. improvement even can't open"
tidak bisa buka applikasi aktif kan screen lock tidak bjsa mendetelsi jika hp sudah aktifin screen lock,1,0.0,0.0,Negative,buka applikasi aktif screen lock bjsa mendetelsi hp aktifin screen lock
banyak promo² menarik,5,0.0,0.0,Positive,promo² menarik
aplikasi berat,2,0.0,0.0,Negative,aplikasi berat
punya penyakit uda masukin pin terus gagal transaksinya tp kedebet. tapi di tenant belum masuk.,2,0.0,0.0,Negative,penyakit uda masukin pin gagal transaksinya tp kedebet. tenant masuk.
sudah pakai dr thn 2022 dan sampai skrg masih jos mantab 👍,5,0.0,0.0,Positive,pakai dr thn 2022 skrg jos mantab 👍
"versi sekarang makin lemot, dan makin tidak easy to use saat kualitas sinyal internetnya lagi kurang bagus",2,0.43333333333333335,0.8333333333333334,Negative,"versi lemot, easy use kualitas sinyal internetnya bagus"
"maaf saya jarang sekali membuat review, tapi kali ini saya rasa perlu sebagai perbaikan blu ke depan. blu saya pakai sebagai rekening untuk kebutuhan saya sehari-hari seperti transaksi makan/minun, flazz, dsb. setelah hampir 1 tahun saya memakai aplikasi ini, saya merasa terganggu sekali dengan loading transaksi yang lama sehingga ketika mengisi flazz saya harus melakukannya hingga beberapa menit. kemudian tampilan yg kurang user friendly contohnya penempatan qris button di home yang kecil.",2,0.375,0.5,Negative,"maaf jarang review, kali perbaikan blu depan. blu pakai rekening kebutuhan sehari-hari transaksi makan/minun, flazz, dsb. 1 memakai aplikasi ini, terganggu loading transaksi mengisi flazz melakukannya menit. tampilan user friendly contohnya penempatan qris button home kecil."
"masi jelek app nya, load lama bgt klo mau payment",3,0.0,0.0,Neutral,"masi jelek app nya, load bgt klo payment"
start up lamaaaa!!!!!! perbaiki,1,0.0,0.0,Negative,start lamaaaa!!!!!! perbaiki
very good in every moments,5,0.9099999999999999,0.7800000000000001,Positive,good every moments
nice..,5,0.6,1.0,Positive,nice..
"wasting my time,,, video call keputus terus, sebelum vc diberi tau cuman harus siapin ktp, di vc suruh siapi surat domisili, surat keterangan kerja, sekelas bank digital terlalu ribettt",1,0.0,0.0,Negative,"wasting time,,, video call keputus terus, vc tau cuman siapin ktp, vc suruh siapi surat domisili, surat keterangan kerja, sekelas bank digital ribettt"
ok,5,0.5,0.5,Positive,ok
aplikasi agak berat ya,3,0.0,0.0,Neutral,aplikasi berat ya
bad,1,-0.6999999999999998,0.6666666666666666,Negative,bad
"bikin apk ga niat,daftar aja susah bener",1,0.0,0.0,Negative,"bikin apk niat,daftar susah bener"
best sekaliii si blu,5,1.0,0.3,Positive,best sekaliii si blu
"registrasi stuck di ""wajah hadap kedepan"", padahal sudah menghadap kedepan, yaudah mgkin ga butuh nasabah baru.",1,0.0,0.0,Negative,"registrasi stuck ""wajah hadap kedepan"", menghadap kedepan, yaudah mgkin butuh nasabah baru."
kalau pakai qris app-nya lemot,3,0.0,0.0,Neutral,pakai qris app-nya lemot
udah semingguan mau nyoba buka rekening baru gak bisa2. pas deteksi wajah perintahnya kecepatan dan berakhir gagal terus.,1,0.0,0.0,Negative,udah semingguan nyoba buka rekening bisa2. pas deteksi wajah perintahnya kecepatan gagal terus.
maksudnya apa fitur payment via bca virtual accountnya bermasalah? saya sudah 4x coba input no. va untuk belanja di tokopedia selalu nggak bisa diproses.,3,0.0,0.0,Neutral,maksudnya fitur payment via bca virtual accountnya bermasalah? 4x coba input no. va belanja tokopedia nggak diproses.
"rekening saya tiba-tiba ke blokir dan blu tidak bisa login cuma bisa daftar ulang dan nik saya sudah teregistrasi, coba segera di perbaiki",1,0.0,0.0,Negative,"rekening blokir blu login daftar ulang nik teregistrasi, coba perbaiki"
"ini aplikasinya berat banget dah, mau buka aplikasi loading lama, mau bayar qris loading lama",2,0.0,0.0,Negative,"aplikasinya berat banget dah, buka aplikasi loading lama, bayar qris loading"
