final_content,sentiment
okeh,positif
bagus sih sebel apnya lambat banget cepet diperbaikin ya,positif
ok banget,positif
beratsat daftar eror verifikasi wajah blank coba kali kali,negatif
transaksi ngak pindah dana saving acount fitur dana transaksi potong akun saving by system ngak ribet,positif
bintang hehe make biar kalo orang transfer kemanamana gampang klo duit bru make hehe,positif
nungu vidio cal buka rekening banget jam jam muncul muncul,negatif
sekarsng kalo gagal geleng geleng opsi video cal fiturnya lumayan sayang blusaving kartu debit pisah,positif
buat rekening susah banget domisili,negatif
ok,positif
lambat banget anjir,negatif
muas,positif
sudah bagus promo bayar va ko nulis sesuai pembayaran hm klo lupa langsung sistem detek ya,positif
aplikasi bagus fitur tarik baru lambat,positif
lambat bnyj susah transaksi eror pas genting recomnded banget dah,negatif
tolong baik masalah butuh,negatif
bad experience make nih lambat aplikasi berat mending make belah,negatif
lambat aplikasi tarik uang gabisa gagal putus jaring tolong baik aplikasi davice hp bagus,negatif
moga next baru lambat,positif
puas banget,positif
bagus bnget nya,positif
lambat bug transfer tarik tunai topup emoney dl logo kubus muter kali gangu pas transaksi kelas server lambat wort it sumpah suka satset,negatif
oke hindar transaksi larut malam,positif
kurang fitur ui si lambat kalo my lancar moga depan ganti ui simpel loading,positif
banget buka baru,negatif
lambat,negatif
bagus,positif
bagus,positif
hambat smg depan,positif
god,positif
mudah transaski tampil kini blurewardsnya untung,positif
aplikasi bagus mudah kalo tambah tap to pay biar mudah bayar hp,positif
bantu,positif
bagus aplikasi,positif
ok,positif
pindah mbanking,positif
bagus banget,positif
suka banget,positif
aplikasi lemot sat set kalo buka nungu dulu tolong diperbaiki biar lambat transaksi nabung cepat,positif
bagus,positif
transfer bifast jam gamasuk nelfon cs buat tiket estimasi,negatif
habis baru lambat buruk developer solutif,negatif
bagus bantu,positif
coba flexi cash kayak jenius cicil paylater kartu c kayak bagus deh cuman nabung doang moga depan lengkap,positif
notifikasi lambat bagus,positif
bagus pokok,positif
download ribet,negatif
moga depan baik apknya lamban,positif
god,positif
aplikasi bagus uiux kini fitur pospos tabung guna minus aps berat ya pindah menu moga developer baru masuk nasabah,positif
akun masuk ulang masuk verifikasi email ribet,negatif
bagus,positif
mudah kelola budget,positif
manfat,positif
bagus bnget,positif
bagus loadingnya sat set,positif
beli kuota hari diprosesini kali tolong baik,negatif
matp,positif
banyak baru,negatif
mohon tambah monet icon themed icon homescren iconya ikut warna walpaper perangkat,positif
ok bagus dah,positif
oke banget bantu administrasi uang ribet,positif
tolong management data baik berat pakai,negatif
bagus,positif
pls bagus banget keren next baru moga gunain fitur cardles edc biar tempel kartu doang,positif
bentarbenyar updetetapi ubah lambat buka tampil pin ribetjelek,negatif
moga cepat apa lambat kasih rating star baik jgn dar baru,positif
bagus,positif
ok,positif
bagus dah,positif
manfat,positif
the best,positif
bagus,positif
mantap jaya,positif
pakai fiturnya kerenkeren aplikasi lumayan lambat delay gitu moga kecewa pindah kesini tabung salahsatunya dana seabank suka hilang saldo moga kecewa,positif
asik bagus sampe sekrg lancar,positif
tolol indonesia masuk gila emang verifikasi muka baca aneh bet,negatif
lambat banget anjir transaksi klo kondisi urgent bikin emosi loading terus sinyal bagus,negatif
bagus cuman lambat banget bikin gereget,positif
serba tampil simpel ribetsayang hp jadul ku mi max ku buka lodingnya jgkalau perbaikidi hp jadul biar lodingnya,positif
iya silahkn emang nasbh nikmatin kerdit sejarah nasbh dapt kerdit,negatif
very nice mobile banking aps,positif
neng banget pakai,positif
senang blue moga konsisten,positif
keren aplikasi,positif
emang bagus,positif
lemot buruk,negatif
god tabung,positif
halublu bagus guys koment donk,negatif
aplikasi god banget,positif
mudah transaksi,positif
tingkat layan sistem fast,positif
cetak kartu tarik tunai atm bayar debit semua,positif
mudah bagus kalo transfer non biaya ambil reward jg,positif
siti muthoharul zan,positif
ok,positif
nyaman,positif
mudah transaksi,positif
reveral matzag,positif
aplikasi bagus promorewardsnya,positif
ringkas cepat,positif
muas guna,positif
payah kasih pinjam,negatif
overal bagus fitur tabung rencana minimum setor aplikasi lambat,positif
simpel kini cocok milenial gen z,positif
bagus banget aplikasi pelajar potong bulan uang aman mudah transaksi nariknya gampang kartu bisa nabung uang tabung liat saldo luv banget hemat,positif
nasabah puas mudah transaksi moga favorit,positif
bagus reward bebas biaya transfer,positif
god,positif
aplikasi lambat,negatif
masuk akun,negatif
tarik,positif
suka loading,positif
cepat,positif
mudah,positif
god,positif
transaksi mudah bebas admin worth it banget si,positif
transaksi mana biaya admin murah,positif
bantu mudah transaksi,positif
bebas biaya transfer,positif
bantu,positif
god,positif
god,positif
bantu mudah guna,positif
tolong baik habis baru baru lambat parah,positif
moga depan fitur transfer valastransfer internasional fitur saving valas,positif
bagus sekali,positif
tolong baik lambat byr indihome masuk menu aplikasi mbanking masuk menu mpayment telephone telkom,positif
god,positif
super lambat lambat malu tuh belah ngebut lambat,negatif
bagus,positif
bagus fitur komplit fodakomodasi inap bnyk mantablah,positif
bagus sih inovasi aplikasi berat,positif
langkah x antri cs respon wifi dekat routernya tp nihil tolong dibenerin cape nungu hp panas respon lambat,negatif
mudah transaksi,positif
loading cepat ngeleak,positif
bagus kasih gratis biaya admin tiap transaksi,negatif
tambahin barcode gambar donk,positif
kadang suka loadingnya pakai suka nyaman kendala suka eror loading,positif
kali pakai langsung suka aman mudah terimakasih,positif
daftar buruk tombol kamera susah klik,negatif
aplikasi berat responya low delay tolong ringan slow respon oren debit virtual,negatif
sip,positif
ok,positif
ok transaksi mudah,positif
mudah,positif
bagus,positif
review delay detik akses aplikasi,negatif
bagus cuman repot transfer,positif
ok,positif
muantap,positif
puas blue,positif
bagus banget,positif
trf uang atm juta masuk terang kirim atm coba trf ribu masuk uang biar uang sayanelpon cs,negatif
buka buka alas data baca hehe,negatif
suka pakai bebas admin,positif
mudah trf mana admin,positif
kemarin buka keterangab suruh pindah device,negatif
lapor uang detail setor tunai aktif atm atm,positif
paten,positif
god,positif
mudah biaya tambah,positif
baru erortolong solusi,positif
ngisi saldo gabisa ngirim uang gagal mulu hasil lambat banget ampe jam hasil aneh emang ni,negatif
lambat hpku,positif
masuk data scane wajah menu,negatif
pakai fitur face recognition kalo emang ngadain fiturnya,negatif
bintang yh upgrade,positif
bagusayang konek paypal jalan berat handphone,positif
kalo narik atm gratis,positif
nais,positif
bagus,positif
aplikasi ringan resposif klik klik ber ulang ulang bintang nti klo dh fresh ful bintang,positif
cashback bikin bahagia,positif
tingkat setor tunai qris tnpa admin,positif
mudah transaksi atur uang,positif
sejauh sih oke bgt,positif
payah pinjam maf iya kasih bintang,negatif
bantu layan ok,positif
bagus,positif
bagus,positif
banyak tarik tunai,positif
bagus sayang lambat aplikasi,negatif
recomendedmudah menabunginvestasidan transaksi internasional,positif
coba ya pakai ya,positif
overal moga tingkat depan depan harap setor tunai biaya transaksi atm,positif
terimakasih,positif
loading lambat tolak jelasmf pakai tolong salah data,negatif
bagus banget lah,positif
oke transaksi jos,positif
maf registrasi buat akun lancar autentikasi sesion cepat habis ulang ulang register hasil,positif
nyaman,positif
haduh lambat banget gabisa buka tolong mudah diberatin mending mbangking banding ewaletnya,negatif
baru versi baru lambat pas buka aplikasi pakai versi baru lambat transaksi,negatif
god,positif
layan ok,positif
mudah,positif
bagus dapet kartu debit mudah banget pakai,positif
kendala bagus mudah fitur lengkap,positif
transaksi apa lancar,positif
pelit yah transaksi apa kena charge seabank,negatif
pakai versi lanjut mobile banking kakada jelas linknya,positif
god,positif
bagus,positif
ok,positif
mntap,positif
ok keuntungan gratis tf beda promo voucher,positif
god,positif
daftar mudah customer servicenya muas cepat tangap mantep terimakasih,positif
smg aplikasi simpel n ringanterlalu animasi orang,positif
deh mending pakai,negatif
transfer bayar yah pilih bi fast,negatif
bantu,positif
sangan,positif
mudah transaksimudah ribet,positif
bagus,positif
buka lambat banget,negatif
simpel seru nabung dikit,positif
mudah,positif
suka tranafer rp,positif
percaya,positif
tolong simpel tf kog daftar mesti kirim gampang pilih,positif
bagus,positif
deh pakai mingu pakai transferbelanjaisi e walet nyoba ribu kali lapor cs wa jawab diplomatis bangetgak ngasi solusi suruh nyoba dibilangin nyoba kali hitung mingu bilang sinyal lambat stabil hei wifi mbps suruh pakai data providernya buruk telpon hotline big no tumben banget review buruk,negatif
cashback rb minimal beli rb kopi kenang gadapet,negatif
lambat banyak putus tolong baik sistem,positif
sayalain perdana rekomendasi dariblu by,positif
narik duit masalah mulu asu,negatif
whatsap suruh aju pinjam aju aprove,negatif
simple senang,positif
bagus,positif
oke terima kasih,positif
ok,positif
buruk bagus,negatif
bagus mohon tingkat baik tampil cepat akses menu,positif
payah akun masukalasanya verivikasi wajahmasa beda cerita,negatif
tdak transfer qr,negatif
kontol masuk verifikasi nomer telp kode bgd eror mulu taik,negatif
baguscuma bayar pulsarek listrik dl,positif
bagus,positif
bagus,positif
mudah,positif
efisien pasu keluar bikin akuntansi gitu rewardsnya oke oke banget tf bi fast hehehe,positif
bagus,positif
suka,positif
bagus,positif
sumpah lambat buanget tarik tunai loading trsan sampe kesel,negatif
aplikasi lambat gangu,negatif
keren,positif
hai kak maf bagus up shope pay ya baru pakai bagus up shope baru,positif
aplikasi bagus lambat banget buka tolong baharu,positif
ok,positif
buat alam berat masuk akun wifi jaring pribadi masuk jadi x ulang kali fitur aku modern bantu anak muda adan kondisi lambat perlahan lahan tingal,negatif
biaya admin mahal kalo,positif
ok sip,positif
mudah nyaman,positif
ok,positif
bagus banget uiux optimalisasi lambat respon overal bagus,positif
bikin mudah,positif
heru siregar mantul setor tunai tarik tunai atm biaya,positif
sambung putus tarik uang,negatif
bantu lambat tolong baru lambat,positif
sebal eror dngan baca scren lock tuh jgn sulit sesuai perangkat hpnya,negatif
satset poko,positif
aplikasi berat,negatif
god,positif
halo blusaya daftar konfirmasi berhasilsudah daftar isi saldo ulang kali kali terang nmr bluacount daftar,positif
bantu,positif
batu transaksi,positif
tampil kerenmudah d gunknaman dn bnyk untung,positif
bagus cuman kecewa kartu atm nge reques kirim komplen pikak jne halo solusi kartu hangus suruh bikin bayar rb klo coba ah pakai reques kartu alhamdulilah rumah,negatif
muas,positif
ok bangetmantap,positif
hi registrasi hasil isi saldo terang nmr bluacount daftar,positif
mohon diupdate baik lambat lambat dalam aplikasi,positif
my bagus rekomended banget,positif
bintang pikir lemah,negatif
aju utang kredit modal nikah,positif
bagus pakai gampang transfer ewalet bagus,positif
rewardnya,positif
god,positif
tulis gangu mului suruh restar mulugk loginsetiap masukin no hp,negatif
cepat mudah proses masuk trimakasi blue,positif
is oke,positif
fiturnya bagus aplikasi berat banget bikin kecewa kenal aju pinjam langsung tolak nungu nasabah aktif gaji payrol kasih sempat biar semangat pakai blumungkin status ubah ubah bintang,negatif
pemberitahuan salah,negatif
mudah praktis,positif
sya harap pinjam tuju tolak lagidh data semunyanunguin ajuin ulang tolak,positif
buruk daftar gagal verifikasi apa salah data masuk sesuai aneh banget kyk pinjol gitu sistem,negatif
bintang kemaren transfer dri bri skarang masuk jua,negatif
rasa berat banding device ku redmi btw,negatif
sakit hati rekening online tolak alas customer service nyaut cuman lanjutin kalimat template minimal kasih tau alas tolak,negatif
asyik nabung takut potong biaya bulan bunga,positif
ok,positif
bagus,positif
proses daftar rekening mudah cepat fast respon hasil transaksi,positif
bagus bantu sukses,positif
god,positif
gratis admin kartu debit fre fre transfer,positif
simpel,positif
the best,positif
moga sukses,positif
bagus,positif
mudah,positif
bagus,positif
mudah,positif
halo team tolong baru aplikasi berat banget jaring pakai wifi mana paket data ngaruh baru berat proses klik klik delaynya sampe detik lebih bagus,positif
nungu vc doang banget gilir tp nongol internet lancar pakai wifi paket jg jam layan,negatif
mudah tf biaya admint,positif
lambat,positif
layan ramah muas,positif
ok,positif
hai k kendala kembali tabung ug bcakarna hp perbaikisemua data hilangtp paswor,positif
izin by mobile banking beda mbanking milik,positif
lambat eror mutergelag malu transfer uang hilang tangung pakai rugi orang buruk uang kembali komplain bolak,negatif
pakai jangka harap aplikasi baik lambat transaksi jujur kali pakai kali baru ful memory,positif
love banget,positif
bagus,positif
sukses bantu,positif
bagus praktis,positif
moga aju bluextracash ku aprove rilis setia pakai tutup rekening tahun tani,positif
susah vermuk banget sial,negatif
manfat transaksi,positif
mantabsa,positif
aneh banget daftar lho bukn orng dowload rekomended bos,negatif
oke banget promonya cuan cuan,positif
susah proses verifikasi wajah susah ampun,negatif
bagus pkoknya,positif
mudah pakai,positif
bagus lambat,positif
ribet dah lepas atribute kacamata dl tp detect dah sesuai lingkar ampe tp payah,negatif
bagus,positif
bantu transaksi mudah bikin rekening ribet,positif
nomor ferifikasi susah,positif
biasatolong bunga gedeinbiar ok,positif
lambat banget kayak mobile,negatif
bagus,positif
teralalu ribet mending bikin buang buang,negatif
