content,score,at,thumbsUpCount,replyContent,final_content,tokens_stemmed
"Ribet, terlalu banyak data yg harus diisi. Semua pertanyaannya seputar data pribadi semua, berasa diinterogasi. Apalagi banyak pertanyaan berulang, payah",1,2025-05-24 07:21:36,0,"Hai, Kak Dendy. Maaf atas ketidaknyamanannya. Jika yang Kakak maksud verifikasi pembukaan rekening blu maka hal tersebut merupakan kebijakan dari BCA Digital. Kakak dapat mengisi seluruh data yang diperlukan dan saat verifikasi video call pastiin Kakak menjawab semua pertanyaan dari CS pembukaan rekening dengan benar dan sesuai ya.",ribet data isi tanya putar data pribadi asa interogasi ulang payah,"['ribet', 'data', 'isi', 'tanya', 'putar', 'data', 'pribadi', 'asa', 'interogasi', 'ulang', 'payah']"
berat aplikasinya saat ini 24 mei 2025,1,2025-05-24 06:03:58,0,"Hai, Kak Solihin. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",berat aplikasi mei,"['berat', 'aplikasi', 'mei']"
pembayaran via no virtual blum byk yg Lengkap.,3,2025-05-24 00:53:29,0,"Hai, Kak Pandu Fajar. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Terkait kendala tersebut boleh kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",bayar via no virtual blum byk lengkap,"['bayar', 'via', 'no', 'virtual', 'blum', 'byk', 'lengkap']"
oke banget,5,2025-05-23 20:07:37,0,"Hai, Kak Sugi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",oke banget,"['oke', 'banget']"
mantap,5,2025-05-23 19:12:33,0,"Hai, Kak Apri. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",bagus,['bagus']
sudah terdaftar tapi tdk bisa login di hp lain,1,2025-05-23 17:09:58,0,"Hai, Kak Barokah. Maaf atas ketidaknyamanannya. Kakak bisa masuk dengan cara klik ""Yuk Mulai!"" dan memasukkan nomor handphone Kakak yang telah terdaftar di rekening blu dan memasukkan kode OTP yang Kakak terima melalui SMS. Lalu ikuti sampai login berhasil. Namun pastikan login menggunakan nomor handphone yang terdaftar ya.
",daftar masuk hp,"['daftar', 'masuk', 'hp']"
banyak komenntar tuhh cs ya tolong digantikan kebanyakan gaya dibilang tidak ada jaringanlah itulah akhirnya saya blockir,1,2025-05-23 13:48:29,0,"Hai, Kak Sahman Tina. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Mohon pastikan perangkat sudah update versi terbaru dan jika ada hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam). 😊",komentar tuh cs tolong ganti banyak gaya bilang jaring blockir,"['komentar', 'tuh', 'cs', 'tolong', 'ganti', 'banyak', 'gaya', 'bilang', 'jaring', 'blockir']"
"good aplikasi, tapi untuk ambil pakai kartu debitnya kurang lengkap, tak ada stor, dll. harua pakai aplikasi baru bisa buat stor",5,2025-05-23 12:33:10,0,"Hai, Kak Tito Rombi Yosepta. Maaf atas ketidaknyamanannya. Saat ini untuk setor tunai dengan kartu masih belum bisa ya, BCA Digital akan selalu mengembangkan fitur-fitur terbaik buat Kakak agar bisa menggunakan aplikasi blu dengan nyaman. Tunggu keseruan selanjutnya dari blu ya Kak.",god ambil pakai kartu debit lengkap stor dl harua pakai stor,"['god', 'ambil', 'pakai', 'kartu', 'debit', 'lengkap', 'stor', 'dl', 'harua', 'pakai', 'stor']"
"Aplikasi Ok, cuman lemot banget udah di update pun sama mohon ditingkatkan lagi, kalo peforma sudah ok nanti bintang nya di revisi kembali",2,2025-05-23 10:16:42,0,"Hai, Kak Ujang. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",ok cuman lambat banget baru mohon tingkat kalo forma ok bintang revisi,"['ok', 'cuman', 'lambat', 'banget', 'baru', 'mohon', 'tingkat', 'kalo', 'forma', 'ok', 'bintang', 'revisi']"
sangat bagus,5,2025-05-23 09:39:22,0,"Hai, Kak Rendy. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
untuk langkah video call untuk pembukaan rekening kenapa ada masalah ya? sinyal aman perangkat juga aman padahal update : sudah disa terdaftar akhirnya terimakasih untuk bantuannya🙏,5,2025-05-23 01:35:31,2,"Hai, Kak Wahyu. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",langkah video cal buka rekening sinyal aman perangkat aman baru disa daftar terimakasih bantu,"['langkah', 'video', 'cal', 'buka', 'rekening', 'sinyal', 'aman', 'perangkat', 'aman', 'baru', 'disa', 'daftar', 'terimakasih', 'bantu']"
not recommend,1,2025-05-23 01:21:10,0,"Hai, Kakak . Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",not recomend,"['not', 'recomend']"
"kalau begitu saya uninstal saja aplikasi blu kalau memang syarat harus video call, semula saya pikir bagus blu BCA,ternyata tidak enak.",1,2025-05-22 22:38:55,0,"Hai Kak Ismuhardi. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Terkait hal tersebut sudah menjadi kebijakan Bank BCA Digital untuk proses pembukaan rekening blu. Jika ada hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau telepon 1500668 (layanan 24 jam) ya.",uninstal syarat video cal pikir bagus bcaternyata enak,"['uninstal', 'syarat', 'video', 'cal', 'pikir', 'bagus', 'bcaternyata', 'enak']"
aplikasinya berat banget,1,2025-05-22 20:23:34,0,"Hai, Kak Muhamad. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",aplikasi berat banget,"['aplikasi', 'berat', 'banget']"
vermuk gagal terus,1,2025-05-22 18:02:43,0,"Hai, Kak Rachman. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",vermuk gagal,"['vermuk', 'gagal']"
sungguh ribet jangan donlod deh mnidngan😌,1,2025-05-22 17:44:29,0,"Hai, Kak Ela. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Terkait kendala tersebut boleh kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",sunguh ribet donlod deh mnidngan,"['sunguh', 'ribet', 'donlod', 'deh', 'mnidngan']"
"customer service nya ga bermutu, meremehkan orang. tlp sdh terhubung dimatikan terus. maksudnya apa coba sdh 20x . tp begitu diangkat bilangnya lokasi blm dinyalakan. padahal semua lokasi sdh dinyalakan. maksud nya apa tlg",1,2025-05-22 14:32:41,2,"Hai, Kak Ega Vega. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Terkait kendala tersebut boleh Kakak ceritakan lebih detail kendalanya ke DM X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.
",customer service mutu remeh orang tlp hubung mati maksud coba x angkat bilang lokasi nyala lokasi nyala maksud tlg,"['customer', 'service', 'mutu', 'remeh', 'orang', 'tlp', 'hubung', 'mati', 'maksud', 'coba', 'x', 'angkat', 'bilang', 'lokasi', 'nyala', 'lokasi', 'nyala', 'maksud', 'tlg']"
mantap.. trims ya blu,5,2025-05-22 13:08:19,0,"Hai, Kak Auryn Asyani. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",bagus trims,"['bagus', 'trims']"
mantabbb aplikasi bagus saya suka,5,2025-05-22 12:57:46,0,"Hai, Kak Ridwan Yusuf. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",mantab bagus suka,"['mantab', 'bagus', 'suka']"
Selama ini aman2 aja ini habis Update ngak bisa buka aplikasi ?,5,2025-05-22 06:40:49,0,"Hai, Kak Toni. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Terkait kendala tersebut boleh kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",aman habis baru ngak buka,"['aman', 'habis', 'baru', 'ngak', 'buka']"
kerenn... salah nomor rekening uangnya dibalikin. semoga tambah manfaat,5,2025-05-22 00:16:23,1,"Hai, Kak Aditya. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",keren salah nomor rekening uang dibalikin moga manfat,"['keren', 'salah', 'nomor', 'rekening', 'uang', 'dibalikin', 'moga', 'manfat']"
juara,5,2025-05-21 22:26:24,0,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",juara,['juara']
sungguh nyaman,5,2025-05-21 20:44:24,0,"Hai, Kak Ali. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",sunguh nyaman,"['sunguh', 'nyaman']"
ngajuin blu extra cash ditolak terus,1,2025-05-21 14:54:36,6,"Hai, Kak Chairul. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Terdapat beberapa hal yang dapat menyebabkan pengajuan pinjaman Kakak ditolak, antara lain, belum sesuai dengan kriteria debitur Bank BCA Digital, jika ada hal lain yang ingin ditanyakan, Kakak bisa menghubungi X @haloblu ya.",ngajuin extra cash tolak,"['ngajuin', 'extra', 'cash', 'tolak']"
sangat lancar,5,2025-05-21 14:10:33,0,"Hai, Kak . Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",lancar,['lancar']
mantap,5,2025-05-21 11:06:23,0,"Hai, Kak Vina. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
"bagus,mudah",5,2025-05-21 09:59:30,0,"Hai, Kak Susi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan bertransaksi menggunakan blu ya. 😊",bagusmudah,['bagusmudah']
BCA MEMANG YG TERBAIK,5,2025-05-21 08:09:38,0,"Hai, Kak Saiful. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",baik,['baik']
"not bads ,tpi syng buat dptin kartu digital nya pakek persyaratan",3,2025-05-21 07:40:44,0,"Hai, Kak Kimberly. Maaf atas ketidaknyamanannya. Jika yang Kakak maksud untuk request bluVirtual Card maka Kakak bisa request langsung melalui aplikasi blu pada tab ""Kartu"" dan tidak ada persyaratan khusus ya Kak.",not bads syng dptin kartu pakek syarat,"['not', 'bads', 'syng', 'dptin', 'kartu', 'pakek', 'syarat']"
kenapa Blu tak bisa dibuka di Luar negeri untuk pengecekan saldo,5,2025-05-20 22:44:21,0,"Hai, Kak Dayat. Maaf atas ketidaknyamanannya. Terkait kendala tersebut boleh kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",buka negeri kece saldo,"['buka', 'negeri', 'kece', 'saldo']"
verifikasi disuruh hadap kanan kiri sampe leher sakit tetep ga bisa2,3,2025-05-20 21:43:33,0,"Hai, Kak Nirwana. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",verifikasi suruh hadap kanan kiri sampe leher sakit tetep,"['verifikasi', 'suruh', 'hadap', 'kanan', 'kiri', 'sampe', 'leher', 'sakit', 'tetep']"
"gabisaa verifikasi wajahh, dicoba berulang kali tetep gabisaa, masaa wajah ku yg berubah? kenapa gaa pake kode verifikasi aja sih..",1,2025-05-20 20:01:17,0,"Hai, Kak Putri. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terbaru ya.",gabisa verifikasi wajah coba ulang kali tetep gabisa masa wajah ku ubah ga pakai kode verifikasi sih,"['gabisa', 'verifikasi', 'wajah', 'coba', 'ulang', 'kali', 'tetep', 'gabisa', 'masa', 'wajah', 'ku', 'ubah', 'ga', 'pakai', 'kode', 'verifikasi', 'sih']"
aplikasiny mantap.,5,2025-05-20 19:46:05,0,"Hai, Kak Sita. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",aplikasiny bagus,"['aplikasiny', 'bagus']"
App good memudahkan segala keperluan..,5,2025-05-20 19:30:15,0,"Hai, Kak Mursalim. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",god mudah perlu,"['god', 'mudah', 'perlu']"
"Baru Mulai sii, segini dulu ajaa",4,2025-05-20 15:07:45,0,"Hai, Kak Reyza. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",si gin aja,"['si', 'gin', 'aja']"
Layanan jelek. cs Jutek galak slow respon. kecewa sekali,1,2025-05-20 12:11:07,0,"Hai, Kak Muhammad. Maaf atas ketidaknyamanannya. Terkait kendala yang Kakak alami mohon informasikan lebih detail melalui DM X @haloblu Kakak menghubungi layanan haloblu melalui apa, agar dapat kami informasikan lebih lanjut.",layan buruk cs jutek galak slow respon kecewa,"['layan', 'buruk', 'cs', 'jutek', 'galak', 'slow', 'respon', 'kecewa']"
"Ga simple ga kayak apl sebelah,, nomor lama hilang ,,instal dg hp lain cukup dg verifikasi wajah,,, ini mah harus dua dua an,,ya nomor hilang sama aja akun hilang ga bisa masuk lagi,,aneh ga ada cara lainnya",2,2025-05-20 11:11:20,0,"Hai, Kak Ridwan. Maaf atas ketidaknyamanannya. Jika nomor handphone terdaftar hilang, Kakak bisa menghubungi layanan haloblu 1500668 untuk pembuatan laporan. Untuk pengamanan dana pada rekening, silakan informasikan nomor rekening dan nomor handphone yang bisa kami hubungi ke email haloblu@bcadigital.co.id ya.",simple kayak apl belah nomor hilang instal hp verifikasi wajah mah anya nomor hilang akun hilang masuk lagianeh,"['simple', 'kayak', 'apl', 'belah', 'nomor', 'hilang', 'instal', 'hp', 'verifikasi', 'wajah', 'mah', 'anya', 'nomor', 'hilang', 'akun', 'hilang', 'masuk', 'lagianeh']"
bagus tp sering lemot,4,2025-05-20 10:32:02,0,"Hai, Kak Tsabita. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",bagus lambat,"['bagus', 'lambat']"
min.. ini kok susah mau daftarnya padahal saya sudah jadi nasabah bca sebelumnya wajib vc sedangkan vc selalu gagal jaringan bagus padahal,3,2025-05-20 10:01:42,0,"Hai, Kak Fajri. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Terkait kendala tersebut boleh kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",min susah daftar nasabah wajib vc vc gagal jaring bagus,"['min', 'susah', 'daftar', 'nasabah', 'wajib', 'vc', 'vc', 'gagal', 'jaring', 'bagus']"
lumayan bagus selama ini,5,2025-05-20 08:09:55,0,"Hai, Kak Shin. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",lumayan bagus,"['lumayan', 'bagus']"
